sr. no.,Country,text,timestamp,tweet_url,likes,retweets,Related to Covid,Tweet Type,Tweet Sub-Type
2796,USA,“The real winner last night was Donald Trump.” Mini Mike Bloomberg. I agree!,2020-02-20 18:24:04,/realDonaldTrump/status/1230558752966762496,81423,15105,No,,
2797,USA,"Could somebody at @foxnews please explain to Trump hater A.B. Stoddard (zero talent!) and @TeamCavuto, that I won every one of my debates, from beginning to end. Check the polls taken immediately after the debates. The debates got me elected. Must be Fox Board Member Paul Ryan!",2020-02-20 21:53:28,/realDonaldTrump/status/1230611451431153666,87417,21858,No,,
2798,USA,"Wow, thank you — on my way!!https://twitter.com/TeamTrump/status/1230581311464787968 …",2020-02-20 23:35:11,/realDonaldTrump/status/1230637051520794625,91385,18974,No,,
2799,USA,"I was thrilled to be back in Colorado Springs tonight, beneath the majestic peaks of the Rocky Mountains, with thousands of terrific, hardworking American Patriots. With your help, this November, we are going to defeat the Radical Socialist Dems, and we are going to WIN Colorado!pic.twitter.com/uagWRzFlBs",2020-02-21 02:19:49,/realDonaldTrump/status/1230678480896937984,80564,19675,No,,
2800,USA,"Thank you to our great US Ambassador to Germany, @RichardGrenell, for stepping in to serve as acting DNI. I will be nominating a terrific candidate for the job very soon. Stay tuned!",2020-02-21 03:51:19,/realDonaldTrump/status/1230701508083122177,64489,13265,No,,
2801,USA,"Great Rally In Colorado. Thank you, will be back soon!",2020-02-21 06:16:27,/realDonaldTrump/status/1230738031985844224,97949,13648,No,,
2802,USA,“She should never have been on that jury. Everything about this stinks.” @JudgeJeanine @seanhannity @FoxNews,2020-02-21 06:20:02,/realDonaldTrump/status/1230738935195688962,68463,16273,No,,
2803,USA,"IF OUR FORMALLY TARGETED FARMERS NEED ADDITIONAL AID UNTIL SUCH TIME AS THE TRADE DEALS WITH CHINA, MEXICO, CANADA AND OTHERS FULLY KICK IN, THAT AID WILL BE PROVIDED BY THE FEDERAL GOVERNMENT, PAID FOR OUT OF THE MASSIVE TARIFF MONEY COMING INTO THE USA!",2020-02-21 15:24:28,/realDonaldTrump/status/1230875946334318593,115753,24979,No,,
2804,USA,"Another misinformation campaign is being launched by Democrats in Congress saying that Russia prefers me to any of the Do Nothing Democrat candidates who still have been unable to, after two weeks, count their votes in Iowa. Hoax number 7!",2020-02-21 15:36:48,/realDonaldTrump/status/1230879049460764672,89326,22841,No,,
2805,USA,Great!https://twitter.com/PeterTatchell/status/1230516219582779394 …,2020-02-21 15:47:26,/realDonaldTrump/status/1230881724445249536,41511,8018,No,,
2806,USA,Four great candidates are under consideration at DNI. Decision within next few weeks!,2020-02-21 15:51:39,/realDonaldTrump/status/1230882784937267202,45243,9123,No,,
2807,USA,Mitch and I have made great progress. Coming back fast!https://twitter.com/senatemajldr/status/1230593711295418368 …,2020-02-21 16:00:21,/realDonaldTrump/status/1230884976977043456,37538,9154,No,,
2808,USA,@SenateGOP Highest Trump Poll Numbers EVER! Thank you!,2020-02-21 16:19:00,/realDonaldTrump/status/1230889667853078528,6166,1947,No,,
2809,USA,"So @TeamCavuto has very bad ratings on @foxnews with his Fake guests like A.B.Stoddard and others that still haven’t figured it all out. Will he get the same treatment as his friend Shepherd Smith, who also suffered from the ratings drought?",2020-02-21 17:34:10,/realDonaldTrump/status/1230908583333597185,72027,15798,No,,
2810,USA,"THANK YOU Las Vegas, Nevada! I was delighted to be back in a state I love, with proud, hardworking PATRIOTS. With your help, this November, we are going to defeat the Radical Socialist Democrats, and we are going to win Nevada in a landslide! #KAG2020https://www.pscp.tv/w/cSBNQDEzNTg4Mzh8MWt2SnBYekxMa2RKRRh82eeHq_6OEZFsdWGnAKLVJY17QscC4Eq_wudMTAQT?t=7s …",2020-02-21 22:15:18,/realDonaldTrump/status/1230979334237609984,67553,17417,No,,
2811,USA,"Republicans are fighting for citizens from every background, every community, & every walk of life. We are the party of boundless optimism, excitement, energy & enthusiasm. We are welcoming Americans of all parties & political persuasions to join our incredible movement to #MAGA!pic.twitter.com/KeSW3yR4Mq",2020-02-21 22:26:10,/realDonaldTrump/status/1230982069301329920,66936,18882,No,,
2812,USA,"MSDNC (Comcast Slime), @CNN and others of the Fake Media, have now added Crazy Bernie to the list of Russian Sympathizers, along with @TulsiGabbard & Jill Stein (of the Green Party), both agents of Russia, they say. But now they report President Putin wants Bernie (or me) to win.",2020-02-22 03:43:56,/realDonaldTrump/status/1231062038979411970,60162,15504,No,,
2813,USA,"Simply put, he choked!https://twitter.com/ByronYork/status/1230885645310140417 …",2020-02-22 03:54:17,/realDonaldTrump/status/1231064642514030594,43027,9653,No,,
2814,USA,Good luck Angela!https://twitter.com/theangiestanton/status/1230909385024659461 …,2020-02-22 03:58:38,/realDonaldTrump/status/1231065736807944192,56399,15658,No,,
2815,USA,"Incredible people, great Rally!https://twitter.com/TeamTrump/status/1230978704114884610 …",2020-02-22 04:17:45,/realDonaldTrump/status/1231070547607511040,89255,20517,No,,
2816,USA,“An investigation into NOTHING.” The wonderful @trish_regan on the Mueller Witch Hunt!,2020-02-22 14:18:33,/realDonaldTrump/status/1231221743647436801,59483,13014,No,,
2817,USA,"Democrats in the Great State of Nevada (Which, because of the Economy, Jobs, the Military & Vets, I will win in November), be careful of Russia, Russia, Russia. According to Corrupt politician Adam “Shifty” Schiff, they are pushing for Crazy Bernie Sanders to win. Vote!",2020-02-22 15:18:17,/realDonaldTrump/status/1231236777744257024,94488,21553,No,,
2818,USA,"Wow, great foresight!https://twitter.com/miamijj48/status/928041481759227904 …",2020-02-22 22:21:12,/realDonaldTrump/status/1231343206039728128,59543,11969,No,,
2819,USA,Look so forward to being with my great friends in INDIA!https://twitter.com/Solmemes1/status/1231326273894526976 …,2020-02-22 22:30:10,/realDonaldTrump/status/1231345462793441280,186467,45957,No,,
2820,USA,"Looks like Crazy Bernie is doing well in the Great State of Nevada. Biden & the rest look weak, & no way Mini Mike can restart his campaign after the worst debate performance in the history of Presidential Debates. Congratulations Bernie, & don’t let them take it away from you!",2020-02-22 23:55:36,/realDonaldTrump/status/1231366964611866625,126283,24785,No,,
2821,USA,“The Kremlin is reportedly backing Bernie Sanders bid to win the White House.” Jon Scott  @FoxNews  Why didn’t somebody tell me this?,2020-02-23 00:17:24,/realDonaldTrump/status/1231372451893972993,104509,23879,No,,
2822,USA,Just another Shifty Schiff leak. Isn’t there a law about this stuff?https://twitter.com/CBS_Herridge/status/1231353596811325440 …,2020-02-23 01:55:18,/realDonaldTrump/status/1231397086551314432,72595,20244,No,,
2823,USA,"Look forward to being with all of my friends and supporters @CPAC on Saturday, February 29th! #KAG2020pic.twitter.com/9bpnIzFnws",2020-02-23 18:13:13,/realDonaldTrump/status/1231643186717544448,59677,12984,No,,
2824,USA,"Somebody please tell incompetent (thanks for my high poll numbers) & corrupt politician Adam “Shifty” Schiff to stop leaking Classified information or, even worse, made up information, to the Fake News Media. Someday he will be caught, & that will be a very unpleasant experience!",2020-02-23 18:29:08,/realDonaldTrump/status/1231647192181460993,142370,33591,No,,
2825,USA,"Are any Democrat operatives, the DNC, or Crooked Hillary Clinton, blaming Russia, Russia, Russia for the Bernie Sanders win in Nevada. If so I suggest calling Bob Mueller & the 13 Angry Democrats to do a new Mueller Report, Democrat Edition. Bob will get to the bottom of it!",2020-02-23 18:45:26,/realDonaldTrump/status/1231651294042972160,109383,27556,No,,
2826,USA,Jeff Van Drew is a Courageous Leader that left the Do Nothing Democrats to better serve the Great people of New Jersey. HAPPY BIRTHDAY @CongressmanJVD!,2020-02-23 21:19:28,/realDonaldTrump/status/1231690059776131084,50291,10891,No,,
2827,USA,"Crazy Bernie and the Democrats should see this. I have done far more for the African American community than any President. Secured funding for HBCUs, Criminal Justice Reform, Opportunity Zones, School Choice, Record Low Unemployment, and so much more. THE BEST IS YET TO COME!https://twitter.com/DiamondandSilk/status/1231607954534735874 …",2020-02-23 22:51:07,/realDonaldTrump/status/1231713123180007424,85994,24768,No,,
2828,USA,"95% Approval Rating in the Republican Party, a Record. 218 Federal Judges, also a Record. 2 Supreme Court Justices. Thank you!",2020-02-23 23:07:43,/realDonaldTrump/status/1231717300627107840,128499,23609,No,,
2829,USA,"हम भारत आने के लिए तत्पर हैं । हम रास्ते में हैँ, कुछ ही घंटों में हम सबसे मिलेंगे!",2020-02-24 04:43:45,/realDonaldTrump/status/1231801865815220224,281709,48902,No,,
2830,USA,"प्रथम महिला और मैं इस देश के हर नागरिक को एक सन्देश देने के लिए दुनिया का 8000 मील का चक्कर लगा कर यहां आये हैं l अमेरिका भारत को  प्रेम करता है - अमेरिका भारत का सम्मान करता है - और 
अमरीका के लोग हमेशा भारत के लोगों के सच्चे और निष्ठावान दोस्त रहेंगे lhttps://www.pscp.tv/w/cSOJhTFvTlFsTFJub1dwUXd8MWRqR1hRem5vTlJKWnqAfycDEmlMfTZreHDQze-7i_frfBLTJ_YgkhK7A7VF?t=2s …",2020-02-24 09:07:53,/realDonaldTrump/status/1231868340093825024,165538,41521,No,,
2831,USA,"अमेरिका और भारत अपने देशों को मजबूत बनाएँगे,  अपने लोगों को सम्पन्न बनाएँगे, बड़े सपने देखने वालों को और बड़ा बनाएँगे और अपना भविष्य पहले से कहीं अधिक उज्जवल बनाएँगे... और यह तो शुरुआत ही है।",2020-02-24 11:07:46,/realDonaldTrump/status/1231898506396413952,200106,35178,No,,
2832,USA,"Our two national constitutions both begin with the same three beautiful words: “We the people.” That means that in America and India alike, we honor, respect, trust, empower, and fight for the citizens we proudly serve! pic.twitter.com/hfKKSqlVfe",2020-02-24 11:09:57,/realDonaldTrump/status/1231899058513596417,129223,26068,No,,
2833,USA,"मैं  इसी  लिए भारत आया हूँ, सद्भावना और प्रेम के साथ ताकि हम अपनी अभिलाषा  प्रतीक अपनी सांझेदारी और अविश्वसनीय  विस्तार  सकें lpic.twitter.com/gywJmRek1Y",2020-02-24 12:46:11,/realDonaldTrump/status/1231923276794015745,159123,26459,No,,
2834,USA,"Thank you Lori, so true!https://twitter.com/Lrihendry/status/1231673528346431488 …",2020-02-24 13:30:59,/realDonaldTrump/status/1231934547446484997,47712,12102,No,,
2835,USA,THANK YOU @NarendraModi!https://twitter.com/narendramodi/status/1231918343113756672 …,2020-02-24 18:10:48,/realDonaldTrump/status/1232004968783241216,135859,26388,No,,
2836,USA,Set up by Schiff’s lies & leaks. Same with the Mueller Witch Hunt 3 years ago!https://twitter.com/Jim_Jordan/status/1231998672981954560 …,2020-02-24 21:28:48,/realDonaldTrump/status/1232054796502343681,56023,15852,No,,
2837,USA,The Coronavirus is very much under control in the USA. We are in contact with everyone and all relevant countries. CDC & World Health have been working hard and very smart. Stock Market starting to look very good to me!,2020-02-24 21:42:02,/realDonaldTrump/status/1232058127740174339,142779,33467,Yes,Action,Message that the govt. is tackling the crisis well
2838,USA,Totally correct! https://twitter.com/realDonaldTrump/status/1232004968783241216 …,2020-02-24 21:46:09,/realDonaldTrump/status/1232059163938885633,44537,8299,No,,
2839,USA,"Great new book just out, “Taken for Granted, How Conservatives Can Win Back Americans That Liberalism Failed”, by Gianni Caldwell, a young winner! He will be at the Ronald Reagan Library, Simi Valley, California, on Thursday at 6 PM, PT. Check it out!",2020-02-24 22:08:51,/realDonaldTrump/status/1232064874156523523,68940,16017,No,,
2840,USA,Spelled @GiannoCaldwell!,2020-02-24 22:19:39,/realDonaldTrump/status/1232067592086487043,32177,6433,No,,
2841,USA,"“U.S. Intelligence official overstated assessment of Russian efforts to help Trump.” @FoxNews @GreggJarrett They supposedly told Crazy Bernie that Russia was looking at him, not me. This is all a big scam between Intel and the Democrats. They want Bernie OUT, & hate “Trump”.",2020-02-25 02:29:58,/realDonaldTrump/status/1232130587324014593,68801,18188,No,,
2842,USA,“Sotomayor accuses GOP appointed Justices  of being biased in favor of Trump.” @IngrahamAngle @FoxNews  This is a terrible thing to say. Trying to “shame” some into voting her way? She never criticized Justice Ginsberg when she called me a “faker”. Both should recuse themselves..,2020-02-25 04:09:20,/realDonaldTrump/status/1232155591537254400,91940,24363,No,,
2843,USA,https://www.pscp.tv/w/cSURIzFvTlFsTFJub1dwUXd8MXZPeHdvenJsYnZ4QgQwA4IQZ_FNQ3fNnRkRMPjqMhy-tpNaR_VPW94znXSs?t=9s …,2020-02-25 12:58:49,/realDonaldTrump/status/1232288843757387777,38531,9703,No,,
2844,USA,"Cryin’ Chuck Schumer is complaining, for publicity purposes only, that I should be asking for more money than $2.5 Billion to prepare for Coronavirus. If I asked for more he would say it is too much. He didn’t like my early travel closings. I was right. He is incompetent!",2020-02-25 14:02:15,/realDonaldTrump/status/1232304804820467714,122895,27815,Yes,Criticism,Criticizing own country leaders
2845,USA,"There has rarely been a juror so tainted as the forewoman in the Roger Stone case. Look at her background. She never revealed her hatred of “Trump” and Stone. She was totally biased, as is the judge. Roger wasn’t even working on my campaign. Miscarriage of justice. Sad to watch!",2020-02-25 20:01:29,/realDonaldTrump/status/1232395209125707776,94278,23434,No,,
2846,USA,A total miscarriage of justice! https://twitter.com/Judgenap/status/1230941367460859906 …,2020-02-25 20:43:33,/realDonaldTrump/status/1232405794592714752,44260,11846,No,,
2847,USA,"True, but we are getting it all done! https://twitter.com/gr8tjude_08/status/824035002639908865 …",2020-02-25 20:52:55,/realDonaldTrump/status/1232408152563277824,56886,11985,No,,
2848,USA,No surprise! https://twitter.com/jaketapper/status/1231690450945421314 …,2020-02-25 22:00:07,/realDonaldTrump/status/1232425065058164736,51314,12304,No,,
2849,USA,That is because they cover your favorite President relatively well. @CNN & MSDNC are dying in the ratings!https://twitter.com/TVNewsHQ/status/1232419760815603713 …,2020-02-25 22:36:02,/realDonaldTrump/status/1232434103229640704,52006,12819,No,,
2850,USA,"CDC and my Administration are doing a GREAT job of handling Coronavirus, including the very early closing of our borders to certain areas of the world. It was opposed by the Dems, “too soon”, but turned out to be the correct decision. No matter how well we do, however, the.....",2020-02-26 02:29:21,/realDonaldTrump/status/1232492821501771776,107581,24888,Yes,Criticism,Criticizing own country leaders
2851,USA,52% in the new Rasmussen Poll. 95% Approval Rating in the Republican Party. Thank you!,2020-02-26 02:34:31,/realDonaldTrump/status/1232494118137294850,137892,25173,No,,
2852,USA,An absolute disgrace! https://twitter.com/LouDobbs/status/1232107870252130305 …,2020-02-26 06:47:58,/realDonaldTrump/status/1232557903187365889,35931,10907,No,,
2853,USA,Russia wants him to win! https://twitter.com/LouDobbs/status/1232103923487531008 …,2020-02-26 06:49:12,/realDonaldTrump/status/1232558211103772672,28075,6649,No,,
2854,USA,Thank you! https://twitter.com/kayleighmcenany/status/1232308313720836096 …,2020-02-26 06:52:41,/realDonaldTrump/status/1232559088610856960,37173,8732,No,,
2855,USA,"“U.S. acted on the Coronavirus very, very quickly.” Gordon Chang  @IngrahamAngle",2020-02-26 07:19:49,/realDonaldTrump/status/1232565919043317761,53784,11105,Yes,Other,Tweeting support for govt. actions by citizens / influencers
2856,USA,"Just landed. India was great, trip very successful. Heading to the White House. Meetings and calls scheduled today. @CDCgov, @SecAzar and all doing a great job with respect to Coronavirus! Briefing this afternoon.",2020-02-26 11:39:45,/realDonaldTrump/status/1232631333408649216,97440,17342,Yes,Action,Message that the govt. is tackling the crisis well
2857,USA,"Low Ratings Fake News MSDNC (Comcast) & @CNN are doing everything possible to make the Caronavirus look as bad as possible, including panicking markets, if possible. Likewise their incompetent Do Nothing Democrat comrades are all talk, no action. USA in great shape! @CDCgov.....",2020-02-26 13:03:21,/realDonaldTrump/status/1232652371832004608,73932,20858,Yes,Criticism,Criticizing media houses
2858,USA,"Crazy, chaotic Democrat Debate last night. Fake News said Biden did well, even though he said half of our population was shot to death. Would be OVER for most. Mini Mike was weak and unsteady, but helped greatly by his many commercials (which are not supposed to be allowed....",2020-02-26 13:24:17,/realDonaldTrump/status/1232657640515342336,79481,18968,No,,
2859,USA,"Big Story, Big Win - Except in the Fake News, which won’t cover it!https://twitter.com/GOPChairwoman/status/1232512668533239808 …",2020-02-26 13:35:32,/realDonaldTrump/status/1232660469082664962,61493,18437,No,,
2860,USA,“Every poll you look at shows that Black support for President Trump is growing.” @RealCandaceO @MariaBartiromo,2020-02-26 13:41:24,/realDonaldTrump/status/1232661947558060036,57193,12332,No,,
2861,USA,Big Rally in the Great State of South Carolina on Friday. See you there!,2020-02-26 13:51:13,/realDonaldTrump/status/1232664415637471234,89706,18119,No,,
2862,USA,"Piers, I like you too! https://twitter.com/piersmorgan/status/1232505576678141953 …",2020-02-26 16:15:57,/realDonaldTrump/status/1232700838843473921,56753,10136,No,,
2863,USA,"Eric, I can live with that!https://twitter.com/ericbolling/status/1232495792167870465 …",2020-02-26 16:17:52,/realDonaldTrump/status/1232701323587604484,34608,6129,No,,
2864,USA,My two great friends. Proud of you both! https://twitter.com/DiamondandSilk/status/1150453619323363328 …,2020-02-26 16:20:43,/realDonaldTrump/status/1232702038208851968,100789,20631,No,,
2865,USA,Nancy has allowed her District to go down more than any other in the USA! Hardly even recognizable.https://twitter.com/DeAnna4Congress/status/1228408023120404480 …,2020-02-26 19:02:15,/realDonaldTrump/status/1232742691965980673,89970,28330,No,,
2866,USA,https://www.pscp.tv/w/cScX0DFvTlFsTFJub1dwUXd8MXJteFBBd1BYQVZLTlZMr4KPvDjWH6BXHb7T7pE07sX-QOVgwIdZ3wHqSP1c?t=7m22s …,2020-02-27 01:51:36,/realDonaldTrump/status/1232845709537353729,49756,13140,No,,
2867,USA,".@RepKevinBrady (R) of Texas-08 loves Texas & our Country. He has been a GREAT Congressman & supporter of #MAGA. Strong on Crime, Border, Military, Vets and your 2A, he is the best Tax Cutter in D.C. Kevin has my Complete & Total Endorsement. Vote on March 3rd. Thank you!",2020-02-27 05:21:30,/realDonaldTrump/status/1232898529447890944,52986,14141,No,,
2868,USA,They spied on my campaign!https://twitter.com/Jim_Jordan/status/1232686838864846848 …,2020-02-27 06:02:56,/realDonaldTrump/status/1232908958421131264,103524,28702,No,,
2869,USA,https://www.donaldjtrump.com/events/north-charleston-sc-feb-28-2020/ …,2020-02-27 13:34:46,/realDonaldTrump/status/1233022666749157379,49767,13773,No,,
2870,USA,“Anti-Trump Network @CNN doing whatever it can to stoke a national Coronavirus panic. The far left Network pretty much ignoring anyone who they interview who doesn’t blame President Trump.” @trish_regan @FoxNews Media refuses to discuss the great job our professionals are doing!,2020-02-28 01:53:59,/realDonaldTrump/status/1233208695099666433,78082,21472,Yes,Criticism,Criticizing media houses
2871,USA,"Congratulations and thank you to our great Vice President & all of the many professionals doing such a fine job at CDC & all other agencies on the Coronavirus situation. Only a very small number in U.S., & China numbers look to be going down. All countries working well together!",2020-02-28 02:39:20,/realDonaldTrump/status/1233220106324451328,97018,20519,Yes,Action,Message that the govt. is tackling the crisis well
2872,USA,"Word is that Mini Mike Bloomberg performed so poorly in the two debates, that he is thinking about dropping out of the Democrat Primary. The fact is, he was not true to himself, and the public was able to quickly figure him out. Not a good experience for Mini Mike!",2020-02-28 03:16:28,/realDonaldTrump/status/1233229450881445889,93427,17577,No,,
2873,USA,"“Diagnosis positive: @CNN is infected with Trump Derangement Syndrome. I’m calling out CNN for irresponsibly politicizing what should be a unifying battle against a virus that doesn’t choose sides.” @trish_regan @FoxNews  Like I say, they are Fake News!",2020-02-28 03:41:19,/realDonaldTrump/status/1233235705243013122,87881,23895,Yes,Criticism,Criticizing media houses
2874,USA,So nice! https://twitter.com/thehill/status/1233215564455256064 …,2020-02-28 04:37:43,/realDonaldTrump/status/1233249900927868929,58038,13806,No,,
2875,USA,"So, the Coronavirus, which started in China and spread to various countries throughout the world, but very slowly in the U.S. because President Trump closed our border, and ended flights, VERY EARLY, is now being blamed, by the Do Nothing Democrats, to be the fault of “Trump”.",2020-02-28 05:05:02,/realDonaldTrump/status/1233256774964273152,156656,34209,Yes,Criticism,Criticizing own country leaders
2876,USA,"The Do Nothing Democrats were busy wasting time on the Immigration Hoax, & anything else they could do to make the Republican Party look bad, while I was busy calling early BORDER & FLIGHT closings, putting us way ahead in our battle with Coronavirus. Dems called it VERY wrong!",2020-02-28 05:43:14,/realDonaldTrump/status/1233266386291580931,87715,21454,Yes,Criticism,Criticizing own country leaders
2877,USA,"“Federal Court Deals Major Blow To Sanctuary Cities.” @FoxNews  In other words, there will be no more Federal Tax Dollars to States & Cities that will not cooperate with Federal Law Enforcement (ICE). This is BIG NEWS! Funds will be cut off immediately. MAKE AMERICA GREAT AGAIN!",2020-02-28 06:13:04,/realDonaldTrump/status/1233273894032871424,112562,31329,No,,
2878,USA,"Will be in the Great State of South Carolina tonight, 7:00 P.M., for a really BIG Rally. Best place to be is a Trump Rally. See you later!",2020-02-28 14:46:31,/realDonaldTrump/status/1233403109038346246,74722,15623,No,,
2879,USA,"To the people of South Carolina, Tom Steyer is a joke, laughed at by everyone, a total incompetent. He made money in coal, now he “hates” coal. Did you see him fawning over Crazy Bernie? Has no chance, a loser for South Carolina, doesn’t deserve your vote!",2020-02-28 14:54:51,/realDonaldTrump/status/1233405207217876992,91551,18218,No,,
2880,USA,"Worst Polls, just like in 2016 when they were so far off the mark, are the @FoxNews Polls. Why doesn’t Fox finally get a competent Polling Company?",2020-02-28 15:24:01,/realDonaldTrump/status/1233412547958755329,65209,13049,No,,
2881,USA,“You go around Pennsylvania and you see Trump signs everywhere. The Donald Trump situation is bigger than the Reagan Revolution. Donald Trump has inspired us.” @RjHarris15  WHP580,2020-02-28 15:30:09,/realDonaldTrump/status/1233414091353489408,56188,13674,No,,
2882,USA,We strongly stand with Terrence! https://twitter.com/BrandonBeckham_/status/1233264253605253120 …,2020-02-28 20:03:18,/realDonaldTrump/status/1233482829767507968,80320,25891,No,,
2883,USA,"Mini Mike is getting slammed. His debates were, perhaps, the worst in presidential debating history. A total phony who disavowed “Stop & Frisk” after swearing by it for years, and even recently. He horribly overused it, & then dropped when running as a Dem. A total phony!",2020-02-28 20:25:06,/realDonaldTrump/status/1233488317049602048,68479,15404,No,,
2884,USA,"The Dems are working hard to take the prized nomination away from Bernie. Back room politics, which Bernie is not very good at. His people will not let it happen again!",2020-02-28 20:28:00,/realDonaldTrump/status/1233489045520625664,63939,13087,No,,
2885,USA,"Nobody fights harder for Montana than @SteveDaines. Steve is a close friend of mine, a STRONG Conservative, and a tremendous supporter of our #MAGA Agenda. He is strong on Crime & Borders, GREAT for our Military & Vets, & will protect your #2A. Steve has my Complete Endorsement!",2020-02-28 21:01:05,/realDonaldTrump/status/1233497372577148935,40753,10629,No,,
2886,USA,"I am pleased to announce the nomination of @RepRatcliffe (Congressman John Ratcliffe) to be Director of National Intelligence (DNI). Would have completed process earlier, but John wanted to wait until after IG Report was finished. John is an outstanding man of great talent!",2020-02-28 22:24:23,/realDonaldTrump/status/1233518334282489861,94632,25616,No,,
2887,USA,"It was my great honor to be back in South Carolina tonight, with thousands of hardworking American Patriots who believe in Faith, Family, God and Country. Thank you for a beautiful evening! #KAG2020https://www.pscp.tv/w/cSm8FDEzNTg4Mzh8MXZBR1JCZVFwUVZHbKppyW52y3jC6I4rOBC_gdjAXhpTJy8xEsOUv1XAGAj1?t=1s …",2020-02-29 01:58:27,/realDonaldTrump/status/1233572208020205568,64656,16382,No,,
2888,USA,"I hope we can get Admiral @RonnyJackson4TX of Texas, who served our Country so well, into the runoff election in #TX13! Ronny is strong on Crime and Borders, GREAT for our Military and Vets, and will protect your #2A. Get out and vote for Ronny on Tuesday, March 3rd!",2020-02-29 02:43:24,/realDonaldTrump/status/1233583517117775872,57498,16768,No,,
2889,USA,"A so-called reporter named @JohnJHarwood, who bombed so badly in the 2016 Presidential Debates that I thought he was going to be immediately fired (a Mini Mike type performance), is now with Fake News @CNN. A total loser!",2020-02-29 03:00:18,/realDonaldTrump/status/1233587771513507840,58108,12755,No,,
2890,USA,South Carolina was GREAT. A BIG & REALLY ENTHUSIASTIC CROWD!,2020-02-29 03:25:32,/realDonaldTrump/status/1233594120666566657,88767,14794,No,,
2891,USA,I will be having a 1:30 P.M. Press Conference at the White House to discuss the latest CoronaVirus developments. Thank you!,2020-02-29 17:02:35,/realDonaldTrump/status/1233799741630230530,116627,20791,Yes,Other,Notice to tune in to address by a leader
2892,USA,https://www.pscp.tv/w/cSrj6TFvTlFsTFJub1dwUXd8MVlwS2tRTWJBbW9Kat9MgNMD3I8FxgMKPqlx_GpLP7r6JqIt9QRu72rL-gfz?t=1m8s …,2020-02-29 22:58:19,/realDonaldTrump/status/1233889261977587718,31537,8194,Yes,Other,Link for live update
2893,USA,https://www.pscp.tv/w/cSrkGzFvTlFsTFJub1dwUXd8MXpxSlZsb2d5V21LQo7D4WaA32x9vKqQSltzgvSF0XvBYjs2aIgK9Q6EtA1i?t=17s …,2020-02-29 23:00:54,/realDonaldTrump/status/1233889914233786369,33967,8966,Yes,Other,Link for live update
2894,USA,THANK YOU @CPAC! #CPAC2020 pic.twitter.com/Qf2zIk0FOj,2020-02-29 23:02:38,/realDonaldTrump/status/1233890347220164610,35532,8743,No,,
2895,USA,"Sleepy Joe Biden’s victory in the South Carolina Democrat Primary should be the end of Mini Mike Bloomberg’s Joke of a campaign. After the worst debate performance in the history of presidential debates,  Mini Mike now has Biden split up his very few voters, taking many away!",2020-03-01 00:16:33,/realDonaldTrump/status/1233908953026908161,89078,18124,No,,
2896,USA,"Democrats are working hard to destroy the name and reputation of Crazy Bernie Sanders, and take the nomination away from him!",2020-03-01 04:45:36,/realDonaldTrump/status/1233976658572566529,89448,16273,No,,
2897,USA,Congratulations to Sleepy Joe Biden!,2020-03-01 04:49:32,/realDonaldTrump/status/1233977649552384005,77970,11124,No,,
2898,USA,"Tom Steyer who, other than Mini Mike Bloomberg, spent more dollars for NOTHING than any candidate in history, quit the race today proclaiming how thrilled he was to be a part of the the Democrat Clown Show. Go away Tom and save whatever little money you have left!",2020-03-01 05:30:08,/realDonaldTrump/status/1233987865350148097,78561,16119,No,,
2899,USA,"I would find it hard to believe that failed presidential candidates Tom Steyer, or Mini Mike Bloombeg, would contribute to the Democrat Party, even against me, after the way they have been treated - laughed at & mocked. The real politicians ate them up and spit them out!",2020-03-01 05:39:39,/realDonaldTrump/status/1233990259802767360,90002,18319,No,,
2900,USA,"Mini Mike Bloomberg’s consultants and so-called “advisors”(how did that advice work out? Don’t ask!), are on the “gravy train” and all making a fortune for themselves pushing Mini hard, when they knew he never had what it takes. Don’t pay them anymore Mike, they led you down....",2020-03-01 13:23:34,/realDonaldTrump/status/1234107011614285824,68356,14390,No,,
2901,USA,"Coronavirus: In addition to screening travelers “prior to boarding” from certain designated high risk countries, or areas within those countries, they will also be screened when they arrive in America. Thank you! @VP @SecAzar @CDCgov @CDCDirector",2020-03-01 13:31:59,/realDonaldTrump/status/1234109126864707585,70159,17628,Yes,Action,Announcing set of actions / guidelines
2902,USA,"The food is GREAT at Sammy’s Mexican Grill in Phoenix, Arizona. Congratulations to Betty & Jorge Rivas on doing such a wonderful job. I will try hard to stop by the next time I am in Phoenix. Support Sammy’s! @foxandfriends",2020-03-01 15:11:11,/realDonaldTrump/status/1234134094797295617,126290,31214,No,,
2903,USA,"A Poll in today’s New York Post says that 77% of “U.S. adults have confidence in their government’s ability to handle the Coronavirus (Number One), compared to other health threats.” 64% for Zika, 58% for Ebola. Others way down on list. Our professionals are doing a great job!",2020-03-01 20:17:46,/realDonaldTrump/status/1234211248373403648,98201,22546,Yes,Action,Message that the govt. is tackling the crisis well
2904,USA,"“Who better than @RepRatcliffe, who got to the bottom of the FISAGATE & RUSSIAGATE HOAX. It makes a lot of sense to put John Ratcliffe in there (DNI).The Senate should quickly approve him. @DevinNunes @MariaBartiromo  John will do a great job for the American people!",2020-03-01 21:00:52,/realDonaldTrump/status/1234222094210211846,54150,14758,No,,
